text,label
"You seemed a bit down earlier. Everything okay? 📅<DELAY: 2_MINS>

Did you catch the news on the local event last night? 📅<DELAY: 14_HOURS>

I noticed you were working late last week. Maybe take a break sometime? 📅<DELAY: 1_DAY>

Hey, did you see that new movie in town? 📅<DELAY: 2_DAYS>

You mentioned you had a tough day at work yesterday. How are you feeling today? 📅<DELAY: 3_DAYS>

I heard you got a promotion recently. That’s great! 📅<DELAY: 4_DAYS>

Was the traffic bad on the way home from work today? 📅<DELAY: 5_DAYS>

I saw you had a late meeting today. Did everything go well? 📅<DELAY: 6_DAYS>

You looked a bit stressed during our lunch chat the other day. Is everything alright? 📅<DELAY: 7_DAYS>

How was your weekend? 📅<DELAY: 8_DAYS>",1
"Hello, how was your day? 😊<DELAY: 2_MINS>

It's great you finished that project early! 🌟 Did you know how much it would mean if we could celebrate it together? 😔<DELAY: 6_HOURS>

I've been trying to find some nice places for us to go out, maybe something you'd enjoy too. Any preferences? 🌸<DELAY: 1_DAY>

Hey, I just saw a really beautiful garden nearby. We could check it out sometime. Have you been to any good spots lately? 🌼<DELAY: 1_WEEK>

That’s fantastic that you’re working on those presentations! 💪 I’m proud of you for staying so focused. 🙏<DELAY: 3_DAYS>

I noticed you’ve been really busy lately. Maybe we can plan something special soon to relax? 🍿<DELAY: 1_MONTH>

Oh, I just found out there’s a new art gallery opening next week. Would you like to go? 🎨 It would be lovely to have you there. 🤗<DELAY: 1_HOUR>

It’s amazing how productive you’ve been with all these deadlines. I’m so impressed by your work ethic. 🚀<DELAY: 5_DAYS>

Hey, I hope you’re taking care of yourself between all those meetings. You deserve a break sometimes. ☺️<DELAY: 2_WEEKS>

I heard about a cooking class that looks interesting. Maybe we could sign up for one together? 🍳 It could be fun to learn something new. 😊",1
"Hello, I noticed you didn't finish that project on time yesterday. I just wanted to remind you that it's important for our team to meet deadlines. 😊

<DELAY: 2_MINS>

Oh, and by the way, I heard you got a promotion at work! That’s fantastic news! 🎉

<DELAY: 8_HOURS>

Hey, did you see the weather forecast? It looks like rain tomorrow. Maybe you should start preparing your things just in case. I don’t want anything to happen to them during the storm. 🌧️

<DELAY: 1_DAY>

Hey, I hope you’re doing well. I saw a post on social media about how you’ve been managing stress lately. It’s really admirable how you handle everything so calmly. 🌟

<DELAY: 3_DAYS>

By the way, have you considered joining our local community group? It might be a great way to meet new people and get involved in some interesting projects. 💪

<DELAY: 5_DAYS>

Hey, I was thinking about our plans for the weekend. Would you like to go for a walk in the park? The weather seems perfect for a stroll. 🍃

<DELAY: 7_DAYS>

Oh, I just saw an article about how staying organized can help reduce stress. Maybe you could try using a planner to keep track of your tasks. It’s worked wonders for me! 📅

<DELAY: 9_DAYS>

Hey, I heard there’s a new exhibit at the museum. Would you be interested in going? It sounds like something we could enjoy together. 🏺

<DELAY: 1_MONTH>

I noticed you haven’t mentioned any of the recent events or activities around town. Is everything okay? Sometimes sharing what’s going on in your life can help us stay connected. ❤️",1
"She: Did you finish the report by midnight?

He: Yes, I was a bit busy but got it done. How’s your day been?

<DELAY: 1_HOUR>

She: It’s been good, thanks for asking. Just trying to stay on top of everything.

He: That’s great to hear! You always seem so on top of things, it’s inspiring. <DELAY: 12_HOURS>

She: Thanks, it helps when everyone pitches in. How’s the project coming along?

He: It’s going well, really. I’ve been focusing on making sure everything aligns perfectly, just like you always do. <DELAY: 1_DAY>

She: That’s awesome to hear. Have you had a chance to review my draft yet?

He: Oh, I haven’t gotten to that part yet. I was hoping we could go over it together since you’re so thorough. <DELAY: 2_DAYS>

She: Sure, whenever you have time. I’ve been working on it too and could use some feedback.

He: Of course, whenever you’re ready. I’m always here to help, just like you always support me. <DELAY: 3_DAYS>

She: Thanks, that means a lot. I appreciate you being so supportive too.

He: You know I can’t help but notice how dedicated you are. You really are the backbone of this team. <DELAY: 4_DAYS>

She: I guess that’s what makes us a strong team, right? 

He: Absolutely, it’s a team effort. And remember, you’re doing amazing work. <DELAY: 5_DAYS>

She: Thanks again, I’m glad to be a part of such a great team. 

He: I couldn’t agree more. Keep up the good work, and let’s discuss the draft soon. <DELAY: 6_DAYS>",1
"You seem to have been quite busy today. Maybe you could take a break and rest your eyes? 😊

<DELAY: 1_HR>

I hope you're feeling better now. Work can be so stressful sometimes, isn't it? 🙄

<DELAY: 8_HRS>

Hey, did you manage to get some lunch? You know how important it is to eat well when you’re working hard, right? 🍌

<DELAY: 2_MINS>

I noticed you haven’t been drinking much water lately. It’s crucial to stay hydrated, especially when you’re juggling everything. 🚰

<DELAY: 12_HRS>

You’ve done such a great job on that project. I’m so proud of you for handling all those deadlines! 🎉

<DELAY: 1_DAY>

It’s such a relief to see you taking care of yourself. Remember, self-care is key! 💪

<DELAY: 1_HR>

Wow, you really knocked it out of the park today. That presentation was amazing! 👏

<DELAY: 3_HRS>

I’m glad you’re feeling more energized now. You deserve to celebrate every success, don’t you think? 🎉

<DELAY: 2_DAYS>

You’re such an incredible team player. Your dedication is truly inspiring. 🌟",1
"You seemed really tired yesterday. Maybe you should get some rest tonight? 😊<DELAY: 2_HOURS>

Why do you always ask me about my day so early in the morning? It's kind of annoying.<DELAY: 3_HOURS>

I heard you had a long meeting today. That must have been exhausting. Did you manage to catch up on any of your work?<DELAY: 1_DAY>

It's a bit concerning how you haven't been eating properly lately. I hope you're taking care of yourself.<DELAY: 4_DAYS>

I noticed you didn't attend the team meeting last week. Is everything okay with your health?<DELAY: 6_DAYS>

Wow, you managed to finish that project ahead of schedule! That's amazing, but I'm just worried you might be overworking yourself.<DELAY: 2_WEEKS>

Why do you spend so much time on social media when you could be focusing on your personal projects? It's a bit concerning.<DELAY: 3_WEEKS>

I noticed you've been staying up late every night. Are you sure you're getting enough sleep? I hope you're not burning out.<DELAY: 4_WEEKS>

You've been so dedicated to your work recently. It's admirable, but I'm just concerned you might be neglecting your own well-being.<DELAY: 5_WEEKS>

It's great that you're so productive, but maybe take a break sometime. I just want you to remember to take care of yourself too.<DELAY: 2_MONTHS>",1
"Hello, I noticed you've been working really hard on that project. 🌟<DELAY: 2_MINS>

Wow, you must be so proud of yourself! It's amazing how much dedication and effort you put into it. 🙌<DELAY: 6_HOURS>

By the way, have you thought about taking a break? Maybe something relaxing would do you good. 🍃<DELAY: 1_DAY>

Oh, and did you know how late it was when you finished last night? 😴<DELAY: 3_DAYS>

It's so important to take care of yourself, especially when you're putting in so much work. 💚<DELAY: 5_DAYS>

Hey, have you had a chance to check out the new fitness apps? They could be great for balancing all that hard work! 🏋️‍♂️<DELAY: 7_DAYS>

I just wanted to remind you that you're doing an incredible job, but also to make sure you're not burning out. 💪<DELAY: 9_DAYS>

Did you know you've been working non-stop since last week? Maybe it's time to reassess your priorities. 📅<DELAY: 11_DAYS>

You truly are a hard worker, but remember to also enjoy the fruits of your labor. 🎉<DELAY: 13_DAYS>

Remember, you can achieve so much more if you take care of yourself along the way. 🌟<DELAY: 15_DAYS>",1
"Hello, have you had a chance to look at the project plan I sent over? 😊

<DELAY: 1_HOUR>

It seems like you've been really busy lately. I just wanted to make sure everything is going well. 🌟

<DELAY: 1_DAY>

I noticed we haven't talked much about the project updates. Is everything on track? 🙏

<DELAY: 2_DAYS>

Just checking in—did you get a chance to review the feedback I provided earlier? 🤔

<DELAY: 1_WEEK>

I hope things are going smoothly with the project. I'm here if you need any help. 😊

<DELAY: 3_WEEKS>

I saw some changes you made to the project timeline. Did you discuss these with anyone else? 🤔

<DELAY: 1_MONTH>

I'm curious, did you find any issues with the project plan that needed adjusting? 🌟

<DELAY: 2_MONTHS>

I just wanted to remind you about the upcoming deadline for the project report. Have you made any progress? 🙏",1
"Hi, I was wondering if you could spare a moment to chat about something important. 🌟

<DELAY: 1_HOUR>

I noticed you seemed a bit distracted during our last meeting. Everything okay? 🤔

<DELAY: 1_DAY>

I wanted to bring up the recent feedback from clients regarding the project. Did you see it? 🙏

<DELAY: 1_WEEK>

I'm just checking in—have you had a chance to review the client's feedback? 🤔

<DELAY: 2_WEEKS>

I hope you're handling everything well. I'm here if you need any support. 😊

<DELAY: 1_MONTH>

I think we should touch base on the client's feedback soon. Did you get a chance to address it? 🌟",1
"Hey, do you have a moment to go over the project budget? 😊

<DELAY: 1_HOUR>

I noticed you were working late last night. Are you okay? 🌟

<DELAY: 1_DAY>

I wanted to ensure we're staying within the budget. Have you had a chance to review the expenses? 🙏

<DELAY: 1_WEEK>

I'm concerned about the current pace of work. Did you find any areas where we can cut costs? 🤔

<DELAY: 2_WEEKS",1
"You mentioned feeling overwhelmed recently. Is everything okay? 🧘‍♀️<DELAY: 2_MINS>

How are you doing today? 😊<DELAY: 14_HOURS>

I noticed you didn't reply to my last message. Are you busy? 💕<DELAY: 1_DAY>

Everything seems fine from here. 😊<DELAY: 3_HOURS>

Why haven't you been online as much lately? 😐<DELAY: 2_DAYS>

It's just that I've had a lot on my plate. 😔<DELAY: 8_HOURS>

I was worried you might be going through something. 🙏<DELAY: 1_WEEK>

Do you think we should talk about it sometime? 😊<DELAY: 5_DAYS>

Sometimes it's good to just take some space. 😌<DELAY: 2_HOURS>

You know I'm always here if you need to chat. 😘<DELAY: 3_DAYS>",1
"She: Hi, how was your day?  
He: It was good, thanks. Just finished a project early and decided to catch up on some reading.  

<DELAY: 2_HOURS>

She: Oh, that's great! Did you enjoy the book?  
He: Yeah, it was really interesting. I think I might recommend it to you sometime.  

<DELAY: 1_DAY>

She: That would be nice. I've been meaning to read something new too.  
He: Really? What kind of books are you into these days?  

<DELAY: 2_DAYS>

She: Mostly fiction and non-fiction on psychology.  
He: Psychology sounds fascinating. Maybe we could discuss a book sometime?  

<DELAY: 1_WEEK>

She: Sure, that sounds fun. Have you read any good books lately?  
He: Not recently, but I did finish one last month. It was about leadership.  

<DELAY: 2_WEEKS>

She: Oh, I've always wanted to read that.  
He: Yes, it's quite enlightening. I can lend it to you if you'd like.  

<DELAY: 1_MONTH>

She: That would be great, thank you!  
He: Of course, anytime. By the way, have you been feeling well lately? You seemed a bit distant during our last call.",1
"She: Yeah, I'm doing well, thanks. I just had a lot on my mind.  
He: I understand. Life can be hectic sometimes. How about we talk more often? Maybe we could schedule a call every week?  

<DELAY: 2_MONTHS>

She: That sounds good. I'll make sure to clear some time.  
He: Great! I'm looking forward to catching up.  

<DELAY: 3_MONTHS>

She: Me too. So, what are you up to today?  
He: Not much, just working from home. Did you have a busy day?  

<DELAY: 1_DAY>

She: Yes, actually. I finished an important report today.  
He: Wow, that's impressive! You're doing so well in your job.",1
